news_date,news_text
2017 Dec 31,انتظارات تورمی ناشی از برخی تغییرات در لایحه بودجه  و رشد نسبی قیمت تعدادی از اقلام کالایی موجب سوءاستفاده برخی برای گرانی غیرواقعی سایر کالاها و خدمات شده است.
2017 Dec 31,آمریکا در سال2017 صحنه رویدادهای بسیار بود؛ از حمله‌های تروریستی گرفته تا بلایای طبیعی.
2017 Dec 31,کارشناس با سابقه محیط‌زیست که بیش از 30سال فعالیت در حوزه حیات وحش را در پیشینه کاری خود دارد درباره قرق‌های اختصاصی حیات وحش به همشهری گفت: اگر سازمان حفاظت محیط‌زیست بتواند بر قرق‌های اختصاصی نظارت عالیه داشته باشد و این قرق‌ها را به‌صورت دائم پایش کند به حفاظت از حیات وحش منجر می‌شود.
2018 Jan 01,رئیس‌جمهور با تشریح توطئه‌های بدخواهان علیه ایران اسلامی، تصریح کرد: ملت ایران همواره به خوبی شرایط حساس کشور، منطقه و جهان را درک کرده و بر مبنای مصالح ملی خود تصمیم می‌گیرند.
2018 Jan 01,آغاز فصل سرما و کوچ پرندگان، تهدیدی برای شیوع بیماری آنفلوآنزای فوق‌حاد پرندگان است و کشور ما برای دومین سال متوالی، به طور جدی با این مشکل روبه‌روست.
2018 Jan 01,سی‌و‌ششمین جشنواره تئاتر فجر امسال از 28دی تا 9بهمن در تهران و شهرستان‌ها برگزار خواهد شد
2018 Jan 01,رئیس شورای اسلامی شهر تهران، ری و تجریش دیروز در واکنش به ناآرامی‌های اخیر با تأکید بر اینکه ما در موقعیت هوشیاری ملی قرار داریم
2018 Jan 01,در شرایطی که دولت تلاش دارد تا بین همه نخبگان اقتصادی و سیاسی برای هموارتر کردن کسب و کار وفاق ایجاد کند، منتقدان سیاست‌های اقتصادی دولت با پررنگ‌کردن مشکلات معیشتی سعی دارند دولت را از تصمیم خود منصرف کنند.
2018 Jan 01,دیشب، جشن سال نوی میلادی، از شرق دنیا شروع شد و به غرب رسید.
2018 Jan 02,715نفر از دانش‌آموختگان و دانشجویان دانشگاه‌های کشور طی نامه‌ای به مسئولان از آنان خواسته‌اند بدون حائل و تشریفات در میان مردم حاضر شوند و مطالبات آنان را بشنوند و در اسرع وقت برای حل مشکلاتشان اقدام کنند.
2018 Jan 02,هر روز به جنگ می‌روند؛ می‌روند برای بالا و پایین کردن خیابان‌ها، بردن مسافرها به این طرف و آن طرف و درآوردن پولی برای زندگی‌شان اما هیچ‌کس آنها را دوست ندارد
2018 Jan 02,ناصرالدین‌شاه تصورش را هم نمی‌کرد که 120سال پس از مرگش، خیابانی که به دستور او با حال‌و‌هوای شانزلیزه احداث شد، پر باشد از موتورسیکلت و آدم و چرخ‌های باربری‌.
2018 Jan 02,دیروز روسای کمیسیون‌های تخصصی، مهمان رئیس‌جمهور بودند. آنها به پاستور رفتند تا برای پایان دادن به اعتراضات روزهای اخیر راه چاره‌ای بیابند.
2018 Jan 02,همزمان با نزدیک‌شدن به زمان عرضه بلوک 17درصدی ذوب‌آهن اصفهان، فولاد مبارکه اصفهان هم برای خرید 55درصد از سهام این شرکت از تأمین اجتماعی وارد مذاکره شد.
2018 Jan 02,تابستان امسال محیط زیست گیلان از مرگ 2 میلیون ماهی در رودخانه زرجوب شهر رشت خبر داد.
2018 Jan 03,حضرت آیت‌الله خامنه‌ای رهبر معظم انقلاب اسلامی ظهر روز گذشته در دیدار هفتگی با تعدادی از خانواده‌های معظم شهیدان، فرمودند:آنچه مانع دشمن و اعمال دشمنی اوست، وجود روح شجاعت، فداکاری و ایمان در ملت است.
2018 Jan 03,کوره‌‌پز‌خانه‌های تهران، از جاهایی‌ هستند که از ابتدای بودن‌شان تا‌کنون، چشم‌های بسیاری، زندگی در کنار آنها را دیده و دربار‌ه‌اش روایت کرد‌ه‌اند.
2018 Jan 03,احمد مسجد جامعی:چنانچه امکانات و بستر گفت‌وگو برای بیان نظرات شهروندان فراهم شود، شهرداری و شورا می‌توانند برای این کار  با ایجاد یک مکان امن و مناسب پیشقدم شوند.
2018 Jan 03,ضرورت سخن گفتن با مردم، همواره شاه‌بیت سخن سیاستمداران در همه جای جهان است و آنگاه که عرصه تنگ می‌شود با جدیت بیشتر مطرح می‌شود.
2018 Jan 03,ورود سامانه جدید بارشی به کشور در روزهای گذشته جان دوباره‌ای به ایران داد.
2018 Jan 03,شهردار تهران: اگر ارزیابی منصفانه‌ای از فعالیت‌های شهرداری تهران در 99روز گذشته داشته باشیم، رو سفید هستیم و آنچه از دست ما بر می‌آمده است را برای بهبود شرایط شهر و زندگی شهروندان به انجام رساندیم.
2018 Jan 03,با گذشت بیش از یک‌سال از ابلاغ و حدود 9‌ماه از اجرایی‌شدن دستورالعمل نحوه ثبت برندهای خارجی پوشاک اعضای اتحادیه تولید و صادرات نساجی و پوشاک ایران در نامه‌ای ‌ به محمد شریعتمداری، وزیرصنعت، معدن و تجارت از کندی روند اجرای این دستورالعمل انتقاد کردند.
2018 Jan 03,هسته اعتراض‌هایی که از پنجشنبه گذشته از مشهد شروع شده بود، رفته‌رفته از مراکز استان‌ها به شهرستان‌هایی خزید که کمتر نامی از این شهرستان‌ها شنیده شده است.
2018 Jan 04,در چند سال اخیر با شروع فصل سرما و آلودگی هوا، بحث بازنگری در تقویم آموزشی و ساماندهی تعطیلات مدارس ازجمله تعطیلات 3‌ماه تابستان مطرح می‌شود و پس از آن همه‌‌چیز فراموش شده و از یاد می‌رود تا سال بعد.
2018 Jan 04,گشت و گذار در خانه موزه ها
2018 Jan 04,این روزها صداو‌سیما زیاد سراغ ما نماینده‌ها را می‌گیرد، اما دیروز اینطور نبود. صداوسیما همیشه خانه تعداد مشخصی نماینده است؛ آن هم با رویکردهای مشخص و معین، گاهی در مواردی استثنایی سراغ ما می‌آیند، مانند تجمع‌های اخیر در ایران.
2018 Jan 04,مردم ایران اسلامی روز گذشته با حضور پرشکوه در شهرهای مختلف بار دیگر با آرمان‌های نظام و انقلاب بیعت کردند و نفرت عمیق خود را از عناصر آشوبگر و محرکان خارجی‌شان، اعلام داشتند.
